Asset1,Asset2,Asset3,Asset7,Asset8,Asset9,B2B_purchase1,Capital1,CapitalRatio1,Cost1,Cost10,Cost11,Cost12,Cost13,Cost14,Cost15,Cost16,Cost17,Cost2,Cost3,Cost4,Cost5,Cost8,Cost9,Design1,Emp_female,Emp_male,Emp_total,EquityShareCapital,ITAssetC,Liability1,Liability2,Liability3,NProfitB4Tax,OutsourcingCost,Patent1,RNDcost1,RevProfit1,RevProfit2,TAssetC1,TAssetC2,TAssetC3,TAssetC4,TAssetC5,TAssetC6,TAssetC7,TAssetC8,TradeMark1,UMR1,emp2,emp3,emp4,emp6,emp66,emp7,emp8
28512,22984,,2517.0,1793.0,,37178.0,8646,0.0,37178,244,228.0,0.0,0.0,15644,436.0,391.0,0.0,1355,436,38533.0,15786.0,6619,12,2.0,6.0,78.0,84,900.0,0.0,19866,18635.0,1231.0,349,1814.0,24.0,17.0,39000,318,89.0,0.0,0.0,0.0,27.0,20.0,42.0,0.0,1.0,3.0,84,78.0,6.0,14,69.0,10.0,4.0
20320,3645,3929.0,27.0,12598.0,71.0,41524.0,4947,0.0,47744,306,53.0,139.0,247.0,1121,420.0,150.0,42.0,3084,420,50828.0,45056.0,3555,351,0.0,10.0,58.0,68,6000.0,45.0,15373,11861.0,3512.0,1192,0.0,0.0,0.0,51107,1333,5268.0,1120.0,2883.0,332.0,89.0,0.0,200.0,644.0,0.0,0.0,63,54.0,9.0,10,0.0,7.0,3.0
6306,151,1807.0,26.0,3296.0,,23081.0,1368,0.0,24011,0,23.0,126.0,0.0,1428,149.0,146.0,0.0,2521,149,26532.0,24011.0,465,479,0.0,4.0,9.0,13,2000.0,0.0,4938,2475.0,2463.0,164,0.0,0.0,0.0,25870,975,79.0,0.0,0.0,0.0,8.0,0.0,20.0,51.0,0.0,0.0,13,9.0,4.0,13,0.0,9.0,4.0
11024,2949,1476.0,319.0,4540.0,891.0,36949.0,3245,0.0,38941,443,47.0,359.0,0.0,1335,380.0,347.0,15.0,3173,380,42114.0,38941.0,936,53,0.0,6.0,29.0,35,2000.0,0.0,7779,7434.0,345.0,642,0.0,0.0,0.0,43018,118,35.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,29,24.0,5.0,9,1.0,6.0,3.0
112452,13667,12385.0,19960.0,60093.0,2117.0,23859.0,56388,0.0,36490,3030,133.0,32.0,-116.0,5735,2349.0,1360.0,0.0,10812,2349,47302.0,30329.0,7493,666,0.0,14.0,81.0,95,20294.0,716.0,56064,32957.0,23107.0,-14687,240.0,23.0,1146.0,33026,1938,24927.0,314.0,1423.0,380.0,9231.0,0.0,668.0,12911.0,0.0,0.0,95,81.0,14.0,40,0.0,27.0,13.0
54858,33141,17806.0,5.0,2957.0,41.0,77263.0,13309,100.0,70398,432,13.0,264.0,171.0,2902,211.0,49.0,5.0,7402,211,77800.0,70398.0,3284,336,0.0,6.0,48.0,54,10500.0,0.0,41549,40908.0,641.0,5319,,0.0,,82894,436,245.0,0.0,0.0,0.0,70.0,0.0,124.0,51.0,0.0,0.0,54,48.0,6.0,54,0.0,48.0,6.0
61864,59630,623.0,992.0,619.0,,243645.0,9040,0.0,243802,15,16.0,1.0,-193.0,3498,8737.0,1.0,0.0,6378,8737,250180.0,243802.0,2951,90,0.0,2.0,4.0,6,1300.0,0.0,52824,52784.0,40.0,6347,,0.0,,256173,9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4.0,2.0,6,0.0,4.0,2.0
82749,56208,21826.0,2037.0,2153.0,3.0,158221.0,48684,0.0,163533,209,150.0,109.0,213.0,5044,968.0,50.0,480.0,11264,968,174797.0,163533.0,5239,300,0.0,20.0,81.0,101,320.0,0.0,34065,33716.0,349.0,1842,0.0,,,176942,665,477.0,0.0,9.0,0.0,0.0,136.0,332.0,0.0,1.0,,101,81.0,20.0,28,0.0,17.0,11.0
30837,25344,261.0,1850.0,2845.0,58.0,22981.0,8727,0.0,22981,350,102.0,196.0,0.0,3452,950.0,295.0,17.0,6044,950,29025.0,22070.0,2760,95,0.0,49.0,32.0,81,4000.0,6.0,22110,5935.0,16175.0,1011,0.0,6.0,0.0,29447,1539,2682.0,209.0,1780.0,192.0,189.0,187.0,125.0,0.0,2.0,0.0,81,32.0,49.0,20,0.0,12.0,8.0
12317,2619,119.0,64.0,9447.0,,42094.0,2505,0.0,42375,259,29.0,25.0,53.0,1521,62.0,49.0,6.0,2752,62,45127.0,42375.0,821,44,0.0,3.0,9.0,12,1300.0,0.0,9812,8987.0,825.0,906,,0.0,,44778,1317,150.0,0.0,31.0,9.0,34.0,73.0,3.0,0.0,0.0,0.0,12,9.0,3.0,12,0.0,9.0,3.0
23717,17953,26.0,3323.0,2264.0,,116016.0,5854,0.0,116238,149,51.0,2.0,3.0,895,1003.0,864.0,1.0,1963,1003,118201.0,116238.0,627,236,0.0,2.0,24.0,26,1200.0,0.0,17863,15133.0,2730.0,1063,0.0,0.0,0.0,118646,1621,156.0,53.0,5.0,30.0,42.0,0.0,26.0,0.0,0.0,0.0,13,12.0,1.0,5,0.0,4.0,1.0
3326,2919,245.0,82.0,41.0,,3136.0,1837,0.0,3136,25,22.0,0.0,0.0,361,10.0,10.0,0.0,1049,10,4185.0,3136.0,597,44,0.0,5.0,14.0,19,1000.0,0.0,1489,1289.0,200.0,223,0.0,0.0,0.0,4385,33,41.0,0.0,0.0,0.0,0.0,37.0,4.0,0.0,0.0,0.0,19,14.0,5.0,6,0.0,1.0,5.0
19084,6691,934.0,1387.0,9684.0,,10743.0,3018,0.0,107507,252,85.0,61.0,34.0,1410,635.0,564.0,12.0,2909,635,110416.0,107507.0,1008,59,0.0,9.0,24.0,33,1000.0,0.0,16066,14375.0,1691.0,226,0.0,0.0,0.0,111086,191,2071.0,1502.0,365.0,79.0,26.0,99.0,0.0,0.0,0.0,0.0,33,24.0,9.0,13,2.0,6.0,7.0
11460,2241,1684.0,1257.0,6009.0,,31439.0,5906,0.0,27503,300,356.0,217.0,4.0,1391,160.0,104.0,3.0,5795,160,33298.0,27503.0,3505,22,0.0,30.0,23.0,53,3488.0,0.0,5554,4361.0,1193.0,1373,0.0,0.0,0.0,34248,583,416.0,28.0,226.0,148.0,0.0,14.0,0.0,0.0,0.0,0.0,53,23.0,30.0,6,3.0,4.0,2.0
19914,5420,299.0,5515.0,8310.0,1.0,1230.0,3218,0.0,35246,2890,601.0,13.0,0.0,7838,175.0,152.0,3.0,3352,175,38598.0,11828.0,15253,175,,11.0,377.0,388,1100.0,0.0,16696,9800.0,6896.0,753,,0.0,,32770,6756,3793.0,0.0,7.0,17.0,0.0,3769.0,0.0,0.0,,,388,377.0,11.0,37,0.0,26.0,11.0
1636,1052,63.0,2.0,515.0,,1905.0,704,0.0,5901,217,23.0,1.0,0.0,2555,1.0,0.0,1.0,636,1,6537.0,0.0,3741,0,0.0,2.0,76.0,78,860.0,0.0,932,609.0,323.0,126,0.0,0.0,0.0,3709,2955,518.0,0.0,0.0,0.0,0.0,503.0,15.0,0.0,0.0,0.0,78,76.0,2.0,10,0.0,8.0,2.0
4535,1122,9.0,,2232.0,,,844,0.0,8031,711,58.0,1.0,0.0,3785,116.0,77.0,0.0,691,116,8722.0,0.0,4142,25,0.0,2.0,104.0,106,3012.0,0.0,3691,3691.0,,33,,0.0,,8767,104,159.0,0.0,0.0,0.0,0.0,159.0,0.0,0.0,0.0,0.0,106,104.0,2.0,11,,9.0,2.0
6881,805,67.0,24.0,5731.0,2.0,3976.0,71,0.0,10016,309,84.0,0.0,0.0,1389,347.0,178.0,0.0,667,347,10683.0,3976.0,4900,25,0.0,4.0,136.0,140,394.0,0.0,6810,6462.0,348.0,25,0.0,0.0,0.0,6293,4762,451.0,0.0,0.0,0.0,0.0,417.0,34.0,0.0,0.0,0.0,140,136.0,4.0,12,0.0,8.0,4.0
10649,1052,19.0,102.0,9236.0,,7528.0,-720,0.0,16525,1066,161.0,6.0,0.0,2311,872.0,635.0,0.0,1812,872,18337.0,5002.0,9731,60,0.0,5.0,234.0,239,1885.0,0.0,11369,4662.0,6707.0,-1161,0.0,0.0,0.0,17984,64,1162.0,0.0,0.0,2.0,0.0,1160.0,0.0,0.0,0.0,0.0,239,234.0,5.0,20,0.0,16.0,4.0
3824,640,235.0,9.0,2752.0,,,1105,0.0,12363,524,35.0,3.0,0.0,5162,10.0,8.0,0.0,1350,10,13713.0,0.0,7989,0,0.0,4.0,196.0,200,1477.0,0.0,2719,1449.0,1270.0,-18,,0.0,,9186,4519,289.0,68.0,0.0,0.0,0.0,220.0,1.0,0.0,0.0,0.0,200,196.0,4.0,200,,196.0,4.0
21543,2698,98.0,5113.0,13504.0,0.0,19162.0,11064,0.0,44382,2087,323.0,8.0,0.0,7431,5531.0,689.0,11.0,4381,5531,48763.0,21157.0,17492,265,0.0,40.0,397.0,437,1950.0,0.0,10479,6675.0,3804.0,7411,520.0,0.0,,54912,6793,4422.0,834.0,0.0,44.0,0.0,3544.0,0.0,0.0,0.0,0.0,437,397.0,40.0,119,,79.0,40.0
6563,1710,26.0,1651.0,2923.0,,4965.0,-908,0.0,17708,634,188.0,1.0,0.0,1658,112.0,95.0,5.0,1218,112,18926.0,5011.0,11434,0,0.0,6.0,230.0,236,340.0,0.0,7471,4262.0,3209.0,-533,18.0,0.0,0.0,18300,205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236,230.0,6.0,13,0.0,7.0,6.0
9522,1774,26.0,32.0,7289.0,43.0,,3814,0.0,5879,1011,114.0,15.0,0.0,3703,231.0,130.0,75.0,2031,231,7910.0,0.0,2932,135,0.0,10.0,58.0,68,350.0,0.0,5708,5108.0,600.0,778,0.0,0.0,0.0,8809,110,1728.0,0.0,0.0,0.0,0.0,758.0,970.0,0.0,4.0,0.0,64,56.0,8.0,12,1.0,8.0,4.0
278,171,,2.0,105.0,,159.0,92,0.0,1670,74,31.0,0.0,0.0,620,110.0,3.0,0.0,80,110,1750.0,0.0,1025,0,0.0,2.0,64.0,66,630.0,0.0,186,186.0,,-156,,0.0,,1487,217,166.0,0.0,0.0,0.0,0.0,0.0,159.0,7.0,0.0,0.0,66,64.0,2.0,3,,1.0,2.0
2985,917,43.0,145.0,1783.0,,,-488,0.0,9701,518,256.0,0.0,0.0,593,98.0,96.0,1.0,540,98,10241.0,2672.0,6202,0,0.0,3.0,146.0,149,348.0,0.0,3473,2395.0,1078.0,-322,,0.0,,6505,3512,595.0,0.0,0.0,0.0,0.0,595.0,0.0,0.0,0.0,0.0,149,146.0,3.0,16,,13.0,3.0
4886,2138,89.0,129.0,2524.0,,2440.0,-950,0.0,9837,534,238.0,0.0,0.0,570,139.0,136.0,1.0,617,139,10454.0,2611.0,6501,0,0.0,3.0,146.0,149,360.0,0.0,5836,4747.0,1089.0,-425,,0.0,,6568,3600,2442.0,0.0,0.0,0.0,0.0,2440.0,2.0,0.0,0.0,0.0,149,146.0,3.0,16,,13.0,3.0
2835,782,161.0,333.0,1463.0,,1876.0,447,0.0,7866,546,188.0,18.0,0.0,1465,24.0,18.0,6.0,870,24,8736.0,1876.0,4643,0,0.0,1.0,124.0,125,400.0,0.0,2388,2196.0,192.0,51,,0.0,,8443,368,2004.0,126.0,111.0,19.0,0.0,1707.0,41.0,0.0,0.0,0.0,125,124.0,1.0,125,,124.0,1.0
7066,5215,89.0,154.0,1198.0,,2674.0,3679,0.0,7311,756,47.0,2.0,0.0,626,41.0,41.0,0.0,1059,41,8370.0,3185.0,3754,0,0.0,5.0,90.0,95,800.0,0.0,3387,1507.0,1880.0,2404,34.0,0.0,0.0,10125,690,996.0,0.0,0.0,0.0,0.0,996.0,0.0,0.0,0.0,0.0,95,90.0,5.0,24,0.0,19.0,5.0
8511,784,230.0,91.0,7234.0,74.0,6469.0,3468,0.0,18374,2352,134.0,1.0,0.0,3247,58.0,1.0,0.0,2183,58,20557.0,6469.0,8316,38,0.0,10.0,218.0,228,865.0,0.0,5043,5023.0,20.0,563,18374.0,0.0,0.0,13745,7433,3528.0,0.0,76.0,0.0,0.0,3440.0,12.0,0.0,0.0,0.0,79,73.0,6.0,25,0.0,19.0,6.0
1836,1199,77.0,83.0,476.0,,,-69,0.0,4987,229,91.0,1.0,0.0,474,55.0,54.0,1.0,303,55,5290.0,2265.0,2230,0,0.0,,65.0,65,350.0,0.0,1905,1898.0,7.0,-622,,0.0,,1531,3192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,65.0,,5,,5.0,
4189,2390,,,326.0,,,2562,0.0,8152,39,23.0,3.0,1.0,7326,131.0,95.0,0.0,599,131,8751.0,0.0,1359,0,0.0,1.0,149.0,150,500.0,0.0,1627,1627.0,,258,,0.0,,9048,92,150.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,150,149.0,1.0,7,1.0,6.0,1.0
49184,15307,568.0,320.0,15123.0,81.0,147.0,-47305,0.0,228718,6415,2311.0,215.0,0.0,60742,5487.0,1470.0,12.0,28301,5487,257019.0,122430.0,32014,32892,3.0,272.0,408.0,680,27845.0,36.0,96489,88704.0,7785.0,13076,4045.0,0.0,,270076,5506,7080.0,0.0,0.0,0.0,88.0,285.0,3548.0,3159.0,17.0,0.0,670,399.0,271.0,670,,399.0,271.0
5501,451,,,4983.0,52.0,,2090,0.0,85,272,9.0,1.0,0.0,218,181.0,181.0,0.0,719,181,804.0,85.0,216,3,0.0,8.0,4.0,12,1700.0,0.0,3411,89.0,3322.0,33,0.0,0.0,0.0,1002,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,4.0,8.0,2,0.0,0.0,2.0
15585,1057,,8465.0,6050.0,1.0,475.0,12446,0.0,1021,138,49.0,1.0,1.0,135,1.0,0.0,0.0,351,1,1372.0,476.0,571,1,0.0,17.0,2.0,19,2380.0,0.0,3139,215.0,2924.0,264,,0.0,,1464,173,249.0,0.0,629.0,0.0,0.0,0.0,4.0,-384.0,17.0,0.0,19,2.0,17.0,19,,2.0,17.0
18368,253,,,18043.0,,1577.0,5497,0.0,1577,105,98.0,12.0,0.0,617,496.0,481.0,3.0,1510,496,3087.0,1127.0,1126,2,0.0,9.0,9.0,18,2000.0,0.0,12871,7676.0,5195.0,86,0.0,0.0,0.0,3667,2,76.0,0.0,0.0,0.0,8.0,0.0,17.0,51.0,0.0,0.0,18,9.0,9.0,8,17.0,2.0,6.0
12028,234,43.0,,11634.0,,,1300,0.0,2215,490,93.0,16.0,0.0,650,509.0,479.0,5.0,1118,509,3333.0,1062.0,995,27,0.0,12.0,8.0,20,2000.0,0.0,10728,5942.0,4786.0,-795,,0.0,,3030,17,203.0,0.0,0.0,0.0,0.0,0.0,203.0,0.0,0.0,0.0,20,8.0,12.0,20,40.0,8.0,12.0
8131,2456,330.0,342.0,1015.0,,0.0,4588,0.0,13861,335,107.0,8.0,0.0,2817,93.0,59.0,1.0,8093,93,21954.0,13861.0,3244,1582,1.0,19.0,21.0,40,1258.0,0.0,3543,1455.0,2088.0,511,0.0,0.0,0.0,22103,455,464.0,0.0,3.0,40.0,8.0,35.0,378.0,0.0,0.0,1.0,40,21.0,19.0,7,0.0,1.0,6.0
17003,970,14.0,295.0,15693.0,,,767,0.0,2989,299,130.0,1074.0,7.0,2519,843.0,506.0,10.0,3523,843,6512.0,0.0,2450,33,0.0,14.0,73.0,87,578.0,0.0,16236,8107.0,8129.0,-468,847.0,0.0,,6861,26,41.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,4.0,0.0,87,73.0,14.0,87,0.0,73.0,14.0
1010,893,,,105.0,,0.0,-1224,0.0,0,34,60.0,205.0,0.0,440,28.0,0.0,0.0,1444,28,1444.0,0.0,662,43,0.0,7.0,28.0,35,2000.0,0.0,2234,2022.0,212.0,-88,0.0,0.0,0.0,1335,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,17.0,7.0,24,1.0,17.0,7.0
875,120,,14.0,555.0,,0.0,-3850,0.0,1103,80,29.0,0.0,0.0,774,15.0,0.0,0.0,740,15,1843.0,0.0,960,0,0.0,16.0,21.0,37,2000.0,0.0,4725,4705.0,20.0,-152,228.0,0.0,0.0,1394,312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,37,21.0,16.0,8,1.0,3.0,5.0
3884,3057,,186.0,345.0,,0.0,1855,0.0,1922,14,5.0,0.0,7.0,880,110.0,13.0,1.0,1031,110,2953.0,287.0,1742,18,0.0,14.0,71.0,85,5395.0,0.0,2029,1724.0,305.0,113,460.0,0.0,0.0,2962,214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,55.0,14.0,69,0.0,55.0,14.0
43415,31271,,1479.0,10440.0,,0.0,40607,0.0,12599,1254,620.0,1.0,133.0,10093,237.0,0.0,3.0,7508,237,20107.0,0.0,7688,318,0.0,11.0,71.0,82,800.0,0.0,2808,2428.0,380.0,1559,955.0,0.0,3.0,20564,1339,922.0,0.0,120.0,0.0,796.0,0.0,6.0,0.0,0.0,0.0,82,71.0,11.0,82,0.0,71.0,11.0
34277,8451,62.0,276.0,23550.0,1820.0,1232.0,3070,0.0,11898,4030,185.0,276.0,139.0,10512,1637.0,1118.0,36.0,5800,1637,17698.0,236.0,2227,93,0.0,3.0,37.0,40,6800.0,776.0,31207,30457.0,750.0,-3527,,0.0,,15626,182,13408.0,0.0,0.0,0.0,8674.0,0.0,18.0,4716.0,0.0,0.0,40,37.0,3.0,40,0.0,37.0,3.0
27533,13087,3.0,657.0,13297.0,321.0,1642.0,15618,0.0,14097,4178,148.0,507.0,269.0,11030,466.0,306.0,40.0,5032,466,19129.0,18.0,2979,0,0.0,27.0,35.0,62,15300.0,0.0,11915,7427.0,4488.0,908,768.0,0.0,,20077,426,2385.0,0.0,0.0,756.0,1187.0,72.0,140.0,230.0,0.0,0.0,62,35.0,27.0,62,0.0,35.0,27.0
56532,37470,,6578.0,10409.0,,,53531,0.0,13258,1198,630.0,19.0,-2.0,8698,440.0,0.0,13.0,4632,440,17890.0,0.0,6831,516,0.0,4.0,70.0,74,28000.0,0.0,3001,1685.0,1316.0,1689,,0.0,25.0,18633,1386,111.0,31.0,0.0,0.0,21.0,0.0,59.0,0.0,0.0,0.0,74,70.0,4.0,74,0.0,70.0,4.0
4683927,0,0.0,7431.0,31921.0,13730.0,278863.0,544404,0.0,321324,3622,2285.0,1490.0,60508.0,21479,,,37.0,74590,688,395914.0,,43243,2471,0.0,122.0,385.0,507,344970.0,5690.0,4139523,4139523.0,544404.0,40120,10562.0,0.0,,436318,404,1260.0,0.0,63.0,0.0,0.0,331.0,866.0,0.0,46.0,0.0,198,161.0,37.0,198,,161.0,37.0
13391190,0,0.0,21900.0,145660.0,62600.0,0.0,914398,0.0,421081,29518,4342.0,2073.0,65577.0,23367,,,3418.0,177422,8754,598503.0,,112235,5887,0.0,474.0,593.0,1067,463122.0,48400.0,12476792,12476792.0,914398.0,42424,0.0,0.0,0.0,648694,987,15722.0,5146.0,6366.0,1164.0,0.0,0.0,3961.0,-915.0,1.0,0.0,436,275.0,161.0,436,1.0,275.0,161.0
129728,0,0.0,,6996.0,93.0,0.0,49016,0.0,11466,205,327.0,110.0,6103.0,943,,,58.0,5059,100,16525.0,,3444,30,0.0,35.0,20.0,55,4511.0,145.0,80712,80712.0,49016.0,4317,0.0,0.0,0.0,20710,232,285.0,0.0,0.0,0.0,0.0,0.0,285.0,0.0,8.0,0.0,55,20.0,35.0,55,0.0,20.0,35.0
494,423,,,11.0,,0.0,428,0.0,0,9,1.0,1.0,0.0,1541,4.0,4.0,0.0,6594,4,6594.0,0.0,5042,0,0.0,49.0,203.0,252,302.0,0.0,66,66.0,,5,0.0,0.0,0.0,6475,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252,203.0,49.0,8,0.0,7.0,1.0
572692,47868,,125285.0,44.0,,21027.0,34299,0.0,21027,29,59.0,63.0,0.0,26851,23494.0,23284.0,209.0,7804,23494,28831.0,48.0,1611,170,0.0,2.0,20.0,22,42000.0,0.0,538393,478065.0,60328.0,-8833,14553.0,0.0,0.0,22043,21449,22.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,1.0,0.0,22,20.0,2.0,22,0.0,20.0,2.0
583992,8367,11.0,519010.0,2.0,87.0,0.0,400787,0.0,869,6,1.0,102.0,0.0,448,21353.0,4724.0,10.0,1663,21353,2532.0,869.0,1060,46,0.0,4.0,12.0,16,25113.0,2.0,183205,131115.0,52090.0,26574,0.0,6.0,0.0,49159,1300,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,92.0,0.0,16,12.0,4.0,16,0.0,12.0,4.0
239685,57391,,177251.0,1560.0,2368.0,0.0,222097,0.0,31,413,20.0,356.0,0.0,703,16780.0,610.0,83.0,2525,16780,2556.0,31.0,1033,0,30.0,3.0,9.0,12,44579.0,50.0,17588,17524.0,64.0,-4674,31.0,29.0,0.0,13211,1451,14.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,388.0,0.0,12,9.0,3.0,12,0.0,9.0,3.0
2110,1307,,,655.0,6.0,0.0,796,0.0,25,153,58.0,243.0,0.0,27983,436.0,0.0,7.0,30235,436,30260.0,25.0,1775,23,0.0,3.0,12.0,15,1000.0,0.0,1314,1057.0,257.0,19,0.0,0.0,0.0,30618,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,12.0,3.0,15,3.0,12.0,3.0
4470,2473,,717.0,316.0,17.0,0.0,4282,0.0,0,105,21.0,15.0,0.0,5778,10.0,0.0,7.0,9368,10,9368.0,0.0,3436,13,2.0,17.0,70.0,87,510.0,0.0,188,188.0,,748,0.0,23.0,53.0,10106,20,145.0,0.0,0.0,0.0,145.0,0.0,0.0,0.0,0.0,0.0,87,70.0,17.0,87,0.0,70.0,17.0
3849,2387,,1256.0,60.0,,32.0,3466,0.0,1177,30,55.0,1.0,0.0,1580,230.0,0.0,0.0,2573,230,3750.0,32.0,1941,111,0.0,13.0,63.0,76,1600.0,0.0,383,383.0,,254,770.0,0.0,229.0,4177,57,47.0,0.0,0.0,0.0,0.0,32.0,15.0,0.0,0.0,0.0,76,63.0,13.0,11,110.0,4.0,7.0
4757,1343,1970.0,497.0,938.0,,3537.0,4404,0.0,4128,0,7.0,0.0,0.0,3556,1.0,1.0,0.0,4413,1,8541.0,3184.0,1789,5,0.0,8.0,60.0,68,1820.0,0.0,353,281.0,72.0,741,1472.0,7.0,637.0,9251,32,55.0,0.0,0.0,0.0,0.0,20.0,35.0,0.0,1.0,1.0,68,60.0,8.0,66,0.0,58.0,8.0
5798,3847,,127.0,1282.0,25.0,,4232,0.0,0,56,119.0,3.0,0.0,5757,13.0,1.0,12.0,9106,13,9106.0,0.0,3144,27,0.0,20.0,83.0,103,500.0,25.0,1566,1566.0,,847,3821.0,0.0,411.0,9792,174,1535.0,1204.0,0.0,0.0,0.0,0.0,331.0,0.0,0.0,0.0,103,83.0,20.0,103,0.0,83.0,20.0
3802,2533,,121.0,861.0,,,3245,0.0,4,88,179.0,3.0,0.0,932,6.0,2.0,2.0,7498,6,7502.0,2.0,6264,34,0.0,102.0,117.0,219,500.0,0.0,557,47.0,510.0,492,3.0,0.0,,7915,85,15.0,0.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,219,117.0,102.0,219,596.0,117.0,102.0
2024,1390,,61.0,138.0,205.0,791.0,1646,0.0,7565,98,7.0,1.0,0.0,778,31.0,1.0,0.0,685,31,8250.0,791.0,6565,10,0.0,296.0,179.0,475,500.0,0.0,378,378.0,,381,249.0,0.0,0.0,8634,28,35.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,475,179.0,296.0,9,49.0,7.0,2.0
1073,888,61.0,,79.0,,31.0,1032,0.0,0,0,39.0,1.0,0.0,167,4.0,0.0,4.0,1405,4,1405.0,0.0,1193,5,0.0,41.0,32.0,73,300.0,0.0,41,41.0,,63,13.0,0.0,,1437,35,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,73,32.0,41.0,2,,1.0,1.0
6574,3892,,2124.0,289.0,5.0,,3997,0.0,17039,32,746.0,3.0,2.0,2240,7.0,0.0,5.0,7960,7,24999.0,0.0,21846,130,0.0,518.0,241.0,759,500.0,0.0,2577,524.0,2053.0,803,,0.0,,25545,264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759,241.0,518.0,13,77.0,8.0,5.0
1600,50,,54.0,1488.0,,,698,0.0,0,0,27.0,23.0,0.0,175,43.0,42.0,0.0,466,43,466.0,0.0,241,0,0.0,2.0,8.0,10,1250.0,0.0,902,501.0,401.0,2,,0.0,,502,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,8.0,2.0,10,3.0,8.0,2.0
57818,509,,,57216.0,17.0,,26386,0.0,1904,480,139.0,0.0,1.0,1206,971.0,910.0,0.0,1861,971,3765.0,0.0,1503,436,0.0,20.0,39.0,59,5000.0,0.0,31432,10832.0,20600.0,1180,,0.0,,5897,19,3055.0,205.0,0.0,0.0,204.0,21.0,241.0,2384.0,0.0,0.0,59,39.0,20.0,59,127.0,39.0,20.0
46181,493,,3.0,45108.0,159.0,,4067,0.0,4699,1961,286.0,8.0,0.0,2503,2075.0,2028.0,47.0,2016,2075,6715.0,82.0,1858,17,0.0,7.0,21.0,28,19200.0,7.0,42114,3219.0,38895.0,-2937,1533.0,0.0,,5472,381,1237.0,201.0,85.0,0.0,501.0,0.0,368.0,82.0,0.0,0.0,28,21.0,7.0,28,5.0,21.0,7.0
43908,6031,140.0,34.0,37294.0,,,16144,0.0,4575,940,1141.0,1.0,1.0,1855,264.0,204.0,26.0,3097,264,7672.0,569.0,3160,5,0.0,30.0,40.0,70,897.0,0.0,27764,5873.0,21891.0,-200,,0.0,,7481,255,40.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,70,40.0,30.0,70,0.0,40.0,30.0
28495,6844,,,15976.0,,,-294492,0.0,4,46,318.0,1.0,0.0,2115,154778.0,22.0,0.0,4398,154778,4402.0,4.0,1757,161,0.0,4.0,13.0,17,5000.0,0.0,322987,322875.0,112.0,-155737,,0.0,,3414,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,13.0,4.0,17,0.0,13.0,4.0
87302,2208,120.0,,84658.0,,,756,0.0,5015,732,1214.0,0.0,0.0,1821,2222.0,1054.0,0.0,1211,2222,6226.0,291.0,2018,150,0.0,6.0,29.0,35,5000.0,0.0,86546,54731.0,31815.0,-1544,,0.0,,6766,138,76.0,0.0,30.0,0.0,31.0,0.0,15.0,0.0,10.0,0.0,35,29.0,6.0,35,0.0,29.0,6.0
54061,309,,,53606.0,50.0,3000.0,30409,0.0,2252,1250,144.0,98.0,0.0,2482,1036.0,1023.0,11.0,3432,1036,5684.0,431.0,1279,0,0.0,9.0,79.0,88,34026.0,0.0,23652,146.0,23506.0,1257,0.0,0.0,0.0,7909,68,19.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,4.0,0.0,44,37.0,7.0,6,15.0,4.0,2.0
95497,916,290.0,42.0,94063.0,,,51155,0.0,5927,2424,1663.0,78.0,0.0,4249,931.0,723.0,104.0,11145,931,17072.0,5927.0,2660,71,,28.0,73.0,101,5000.0,,44342,18932.0,25410.0,6019,1549.0,0.0,0.0,23958,64,287.0,0.0,0.0,13.0,0.0,95.0,179.0,0.0,,,101,73.0,28.0,101,26.0,73.0,28.0
