Asset1,Asset2,Asset3,Asset7,Asset8,Asset9,B2B_purchase1,Capital1,CapitalRatio1,Cost1,Cost10,Cost11,Cost12,Cost13,Cost14,Cost15,Cost16,Cost17,Cost2,Cost3,Cost4,Cost5,Cost8,Cost9,Design1,Emp_female,Emp_male,Emp_total,EquityShareCapital,ITAssetC,Liability1,Liability2,Liability3,NProfitB4Tax,OutsourcingCost,Patent1,RNDcost1,RevProfit1,RevProfit2,TAssetC1,TAssetC2,TAssetC3,TAssetC4,TAssetC5,TAssetC6,TAssetC7,TAssetC8,TradeMark1,UMR1,emp2,emp3,emp4,emp6,emp66,emp7,emp8
97771,20851,24174.0,13017.0,29283.0,543.0,31753.0,33199,0.0,107885,2748,476.0,13.0,24.0,39482,4289.0,1848.0,26.0,8581,4289,116466.0,60171.0,13342,210,,41.0,197.0,238,20298.0,0.0,64572,25004.0,39568.0,-8051,,,,104784,7920,466.0,0.0,0.0,0.0,0.0,98.0,12.0,356.0,,,39,34.0,5.0,39,0.0,34.0,5.0
505485,130105,32225.0,199153.0,87920.0,11557.0,132689.0,427807,0.0,198725,5023,1221.0,11.0,-110.0,75459,4403.0,1119.0,1162.0,50205,4403,248930.0,135275.0,30787,1264,0.0,33.0,521.0,554,8000.0,0.0,77678,57811.0,19867.0,26293,164.0,0.0,,253673,25953,130.0,0.0,0.0,0.0,0.0,0.0,42.0,88.0,5.0,0.0,544,516.0,28.0,158,0.0,130.0,28.0
78333,10886,23629.0,19362.0,17019.0,24.0,35775.0,18809,0.0,95945,1101,484.0,2.0,-3.0,46737,3126.0,1462.0,33.0,4871,3126,100816.0,35926.0,16569,0,1.0,7.0,129.0,136,2800.0,0.0,59524,57506.0,2018.0,2784,0.0,2.0,,103081,3645,306.0,117.0,1.0,0.0,156.0,17.0,15.0,0.0,25.0,0.0,51,44.0,7.0,51,0.0,44.0,7.0
32742,10886,14822.0,327.0,1542.0,,,15853,0.0,57022,500,143.0,10.0,0.0,33797,633.0,188.0,16.0,4412,633,61434.0,16663.0,10177,144,0.0,5.0,108.0,113,3000.0,0.0,16889,10843.0,6046.0,591,,0.0,,61573,1085,744.0,0.0,0.0,0.0,0.0,744.0,0.0,0.0,0.0,0.0,16,13.0,3.0,16,0.0,13.0,3.0
4912,1953,556.0,25.0,2133.0,16.0,2688.0,3637,0.0,8066,557,59.0,1.0,0.0,5237,38.0,0.0,4.0,1039,38,9105.0,1088.0,2133,30,0.0,6.0,56.0,62,3115.0,0.0,1275,737.0,538.0,305,,0.0,,9293,155,769.0,0.0,82.0,146.0,172.0,0.0,12.0,357.0,0.0,0.0,6,4.0,2.0,6,3.0,4.0,2.0
53129,16421,1937.0,2287.0,24372.0,6396.0,12254.0,26790,0.0,31484,2612,211.0,19.0,2.0,33048,1308.0,301.0,23.0,22832,1308,54316.0,10428.0,7121,875,0.0,16.0,121.0,137,1976.0,185.0,26339,9657.0,16682.0,4043,3994.0,0.0,407.0,59039,628,9301.0,689.0,365.0,1264.0,3039.0,2478.0,29.0,1437.0,5.0,0.0,31,24.0,7.0,31,0.0,24.0,7.0
13057,6158,350.0,109.0,6347.0,,1327.0,9230,0.0,10742,228,96.0,0.0,9.0,7590,79.0,39.0,38.0,870,79,11612.0,1327.0,2212,150,0.0,3.0,48.0,51,1000.0,0.0,3827,3224.0,603.0,397,,0.0,,12039,49,428.0,94.0,0.0,0.0,49.0,159.0,126.0,0.0,0.0,0.0,5,4.0,1.0,4,0.0,3.0,1.0
10418,3735,2426.0,371.0,3828.0,1.0,,10014,0.0,3893,335,141.0,0.0,2.0,2053,96.0,2.0,12.0,1792,96,5685.0,535.0,2459,160,0.0,27.0,36.0,63,459.0,0.0,404,281.0,123.0,738,,0.0,3.0,6346,173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,7.0,3.0,10,1.0,7.0,3.0
759423,173328,188662.0,98467.0,281234.0,6049.0,529379.0,448505,0.0,925503,23327,2714.0,67000.0,-5.0,510522,8011.0,5972.0,462.0,351828,8011,1277331.0,520812.0,147093,5868,41.0,1207.0,1126.0,2333,19296.0,2295.0,310918,147092.0,163826.0,58751,,13.0,1426.0,1338174,5919,121391.0,13445.0,21473.0,17950.0,47911.0,620.0,17377.0,2615.0,669.0,0.0,490,281.0,209.0,282,1542.0,172.0,110.0
79897,17456,8706.0,6474.0,44854.0,1007.0,53671.0,47013,0.0,63630,901,316.0,34.0,775.0,0,1600.0,522.0,1.0,11378,1600,75008.0,67880.0,4828,274,0.0,22.0,74.0,96,18696.0,0.0,32884,20456.0,12428.0,1651,,0.0,386.0,77628,631,776.0,0.0,0.0,29.0,519.0,123.0,105.0,0.0,8.0,0.0,24,20.0,4.0,7,33.0,5.0,2.0
1428069,128166,41394.0,616020.0,608564.0,26644.0,363314.0,846877,0.0,442811,26623,6741.0,33978.0,1523.0,136449,47868.0,16547.0,1819.0,264165,47868,706976.0,364405.0,133981,3276,681.0,484.0,1504.0,1988,29875.0,4517.0,581192,208597.0,372595.0,10100,117.0,17.0,2603.0,751707,13237,161783.0,11668.0,27006.0,9145.0,102861.0,0.0,13470.0,-2367.0,3645.0,5.0,330,222.0,108.0,330,0.0,222.0,108.0
6137783,669813,478437.0,2473526.0,2122375.0,247770.0,2479422.0,2925452,20.0,3017121,233393,23774.0,106397.0,0.0,0,267037.0,74454.0,30189.0,998703,267037,4015824.0,3182747.0,433645,35868,2630.0,917.0,3642.0,4559,72329.0,40539.0,3212331,1752534.0,1459797.0,171348,334359.0,551.0,99039.0,4328999,125210,151745.0,15.0,16510.0,3078.0,62906.0,958.0,17027.0,51251.0,2971.0,54.0,2628,1824.0,804.0,1666,0.0,1152.0,514.0
10377,7690,197.0,3.0,1653.0,15.0,,3569,0.0,11013,200,82.0,59.0,11.0,3104,399.0,369.0,14.0,3070,399,14083.0,7819.0,2772,36,0.0,35.0,44.0,79,800.0,0.0,6808,2668.0,4140.0,670,,7.0,,15018,134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,10,5.0,5.0,10,4.0,5.0,5.0
78585,15769,11.0,52016.0,595.0,1608.0,35016.0,54866,0.0,31940,1066,292.0,5546.0,-38.0,5279,3051.0,388.0,920.0,19726,3051,51666.0,31941.0,7031,549,48.0,37.0,80.0,117,1550.0,289.0,23719,16928.0,6791.0,4891,24.0,9.0,403.0,57305,2303,420.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,513.0,0.0,117,80.0,37.0,30,4.0,20.0,10.0
2116774,578961,139019.0,504284.0,857993.0,15328.0,1032224.0,1541560,0.0,1304621,67158,28050.0,59922.0,0.0,313397,12796.0,1489.0,204.0,425766,12796,1730387.0,997884.0,256660,7316,197.0,2533.0,2105.0,4638,30413.0,273.0,575214,483876.0,91338.0,100354,,180.0,22278.0,1801320,42217,41553.0,2764.0,7131.0,2085.0,26525.0,1143.0,4511.0,-2606.0,2071.0,17.0,914,628.0,286.0,605,291.0,424.0,181.0
197261,57970,32054.0,4348.0,95722.0,758.0,163313.0,124165,0.0,441331,4373,1765.0,4697.0,21.0,72852,7911.0,1034.0,0.0,64093,7911,505424.0,386144.0,33493,2079,3.0,162.0,371.0,533,135574.0,272.0,73096,48466.0,24630.0,1016,10788.0,1.0,573.0,507814,6537,13170.0,22.0,1035.0,725.0,3387.0,36.0,649.0,7316.0,118.0,0.0,196,142.0,54.0,196,0.0,142.0,54.0
97269,42316,5978.0,4783.0,41851.0,,35984.0,45368,0.0,41804,2175,234.0,143.0,0.0,7164,6771.0,1587.0,0.0,7909,6771,49713.0,34472.0,5156,369,0.0,9.0,52.0,61,8712.0,0.0,51901,48821.0,3080.0,1011,,0.0,53.0,55428,2067,1775.0,22933.0,2877.0,0.0,729.0,0.0,43.0,-24807.0,16.0,0.0,23,18.0,5.0,23,0.0,18.0,5.0
239690,64717,29422.0,37021.0,101710.0,533.0,39389.0,156937,0.0,132536,8959,1509.0,6747.0,27.0,64403,3416.0,1441.0,158.0,93819,3416,226355.0,109991.0,30801,3918,13.0,266.0,391.0,657,4444.0,0.0,82753,66454.0,16299.0,9680,1273.0,32.0,10994.0,236669,2782,7317.0,54.0,201.0,107.0,3415.0,36.0,1471.0,2033.0,131.0,1.0,291,129.0,162.0,70,0.0,39.0,31.0
535691,82333,53685.0,177844.0,157532.0,1694.0,95537.0,216009,0.0,362052,8428,1609.0,249.0,926.0,131168,20859.0,12090.0,33.0,23804,20859,385856.0,204073.0,37642,1761,0.0,251.0,181.0,432,25000.0,36.0,319682,208623.0,111059.0,6419,1601.0,0.0,134.0,404707,8427,12222.0,82.0,5.0,10.0,1380.0,31774.0,53.0,-21082.0,25.0,0.0,65,53.0,12.0,65,0.0,53.0,12.0
26225,15237,1992.0,2262.0,5904.0,54.0,41661.0,16827,0.0,53089,1436,48.0,4.0,5.0,9100,352.0,142.0,4.0,5764,352,58853.0,41662.0,5993,605,0.0,47.0,118.0,165,1000.0,57.0,9398,8542.0,856.0,5405,1172.0,0.0,752.0,64390,220,789.0,0.0,3.0,1.0,826.0,24.0,114.0,-179.0,0.0,0.0,165,118.0,47.0,12,0.0,10.0,2.0
12146,2617,956.0,240.0,8084.0,,6767.0,5230,0.0,6767,935,101.0,876.0,5.0,4893,346.0,194.0,21.0,7308,346,14075.0,3945.0,3183,137,0.0,13.0,51.0,64,2950.0,0.0,6916,1837.0,5079.0,1821,,0.0,262.0,16113,129,2436.0,0.0,991.0,0.0,506.0,122.0,0.0,817.0,0.0,0.0,30,22.0,8.0,6,0.0,4.0,2.0
19461,6203,7946.0,2760.0,2124.0,4.0,6206.0,4092,0.0,64087,264,107.0,141.0,153.0,2795,776.0,337.0,31.0,5135,776,69222.0,62821.0,2870,71,0.0,59.0,34.0,93,900.0,0.0,15369,14342.0,1027.0,1052,523.0,8.0,292.0,70838,212,268.0,0.0,0.0,0.0,0.0,7.0,104.0,157.0,3.0,0.0,63,12.0,51.0,15,0.0,12.0,3.0
14525,1917,5117.0,38.0,7396.0,42.0,10763.0,2116,50.0,14828,860,20.0,1.0,12.0,1559,745.0,522.0,0.0,1139,745,15967.0,10976.0,2509,30,0.0,92.0,17.0,109,1000.0,0.0,12409,8685.0,3724.0,218,254.0,2.0,,16035,895,5015.0,0.0,4387.0,30.0,587.0,0.0,11.0,0.0,2.0,0.0,11,9.0,2.0,11,0.0,9.0,2.0
169337,41010,41950.0,126.0,75096.0,435.0,170769.0,134241,100.0,258741,6247,1183.0,244.0,16.0,84873,2781.0,1.0,17.0,38510,2781,297251.0,178651.0,25337,700,0.0,4.0,166.0,170,59881.0,0.0,35096,34788.0,308.0,24091,192.0,2.0,347.0,320945,3178,8553.0,0.0,242.0,441.0,5745.0,0.0,1338.0,787.0,0.0,0.0,10,6.0,4.0,10,0.0,6.0,4.0
141876,41797,10661.0,2802.0,26841.0,56115.0,115336.0,84769,0.0,137578,2753,4165.0,2531.0,71.0,56740,2348.0,1087.0,64.0,77296,2348,214874.0,110992.0,34483,3139,0.0,507.0,199.0,706,18980.0,754.0,57107,45114.0,11993.0,10933,422.0,29.0,1827.0,226773,1382,1919.0,0.0,0.0,9.0,1287.0,26.0,860.0,-263.0,165.0,1.0,204,80.0,124.0,60,183.0,42.0,18.0
1056718,272931,158327.0,182997.0,422395.0,7019.0,63765.0,576907,5.0,1075745,17490,4020.0,6726.0,-87.0,186859,26230.0,1123.0,330.0,154024,26230,1229769.0,940165.0,69178,5418,50.0,173.0,771.0,944,31506.0,3429.0,479811,370853.0,108958.0,38488,6036.0,274.0,9957.0,1264340,30147,97350.0,28444.0,16740.0,7403.0,38125.0,1.0,1699.0,4938.0,253.0,0.0,373,271.0,102.0,243,8.0,150.0,93.0
488487,226593,58842.0,43152.0,142599.0,6040.0,287783.0,340594,0.0,287783,8132,565.0,1387.0,0.0,80638,10946.0,438.0,452.0,46328,10946,334111.0,212517.0,29504,1368,1.0,75.0,270.0,345,10388.0,664.0,147893,123075.0,24818.0,36676,1423.0,78.0,7715.0,367104,14629,13828.0,0.0,116.0,5.0,9239.0,30.0,516.0,3922.0,39.0,0.0,220,145.0,75.0,153,0.0,106.0,47.0
63519,27850,16629.0,1507.0,16108.0,1002.0,44370.0,56322,0.0,43366,708,231.0,900.0,49.0,1854,148.0,3.0,4.0,7063,148,50429.0,40262.0,6216,209,0.0,75.0,52.0,127,1180.0,1.0,7197,4808.0,2389.0,8092,702.0,0.0,97.0,57513,1156,750.0,0.0,0.0,0.0,516.0,0.0,234.0,,22.0,0.0,31,22.0,9.0,18,0.0,10.0,8.0
269636,86715,31303.0,65041.0,63755.0,1159.0,160000.0,135329,0.0,324914,3344,1045.0,9603.0,-18.0,86198,5260.0,2677.0,13.0,76327,5260,401241.0,267638.0,32843,588,2.0,307.0,400.0,707,29822.0,3.0,134307,113684.0,20623.0,3754,4500.0,3.0,194.0,405812,4443,2377.0,0.0,0.0,0.0,1822.0,0.0,618.0,-63.0,76.0,0.0,134,109.0,25.0,27,0.0,23.0,4.0
129580,49331,32362.0,1138.0,44485.0,470.0,144463.0,26369,0.0,169957,3558,193.0,0.0,136.0,578,6720.0,5535.0,37.0,7205,6720,177162.0,168733.0,3752,212,0.0,3.0,51.0,54,7575.0,107.0,103211,101768.0,1443.0,4534,,7.0,214.0,187687,729,7386.0,0.0,0.0,0.0,7167.0,0.0,207.0,12.0,2.0,0.0,12,10.0,2.0,12,0.0,10.0,2.0
8392,3302,2826.0,167.0,1972.0,2.0,12817.0,1904,0.0,16387,187,40.0,10.0,1.0,3201,418.0,263.0,0.0,1024,418,17411.0,12481.0,1382,109,0.0,31.0,21.0,52,400.0,0.0,6488,2971.0,3517.0,248,234.0,0.0,,17945,132,189.0,0.0,0.0,0.0,153.0,0.0,36.0,0.0,8.0,0.0,10,7.0,3.0,10,3.0,7.0,3.0
352225,112317,13633.0,195776.0,27022.0,587.0,98098.0,211449,0.0,81866,1238,665.0,212.0,489.0,16193,9807.0,6057.0,19.0,20539,9807,102405.0,74079.0,8828,701,0.0,51.0,144.0,195,25638.0,76.0,140776,114732.0,26044.0,22941,43.0,22.0,844.0,126137,9016,2083.0,0.0,0.0,243.0,723.0,160.0,429.0,528.0,232.0,0.0,174,123.0,51.0,39,10.0,27.0,12.0
22061,15175,374.0,41.0,5521.0,13.0,681.0,17438,0.0,11776,740,107.0,16.0,-23.0,2632,277.0,16.0,98.0,3355,277,15131.0,8013.0,3378,268,0.0,39.0,39.0,78,10000.0,0.0,4623,3976.0,647.0,7404,1.0,3.0,557.0,22543,269,458.0,0.0,0.0,0.0,107.0,0.0,286.0,65.0,50.0,0.0,78,39.0,39.0,10,0.0,8.0,2.0
394838,138983,50171.0,140723.0,52326.0,826.0,362240.0,134711,0.0,346282,2127,1481.0,299.0,0.0,-94,15883.0,7195.0,48.0,35934,15883,382216.0,362240.0,15051,1112,0.0,54.0,308.0,362,41904.0,173.0,260127,215100.0,45027.0,20078,2734.0,3.0,22.0,404859,13318,2991.0,0.0,1501.0,0.0,1867.0,0.0,372.0,-749.0,187.0,1.0,271,217.0,54.0,160,0.0,126.0,34.0
34744,4814,4609.0,2379.0,22549.0,289.0,1600.0,8437,0.0,11821,575,134.0,1706.0,336.0,4944,1020.0,751.0,158.0,10276,1020,22097.0,7312.0,6860,230,9.0,47.0,63.0,110,1235.0,15.0,26307,14867.0,11440.0,327,,15.0,84.0,23235,209,2895.0,0.0,0.0,0.0,76.0,0.0,29.0,2790.0,143.0,0.0,63,43.0,20.0,7,11.0,5.0,2.0
735232,195601,54397.0,353935.0,124072.0,2515.0,294004.0,589955,0.0,281655,11169,907.0,1512.0,0.0,37755,24333.0,554.0,0.0,40657,24333,322312.0,237998.0,32291,680,10.0,35.0,315.0,350,8450.0,88.0,145277,127739.0,17538.0,33300,,2.0,1359.0,364204,15741,12279.0,3239.0,0.0,57.0,1731.0,37.0,664.0,6551.0,65.0,0.0,64,54.0,10.0,64,0.0,54.0,10.0
957297,258779,185662.0,137595.0,309843.0,7264.0,671331.0,821663,0.0,834507,40784,10536.0,90790.0,-89.0,68764,4522.0,0.0,600.0,317963,4522,1152470.0,793831.0,136129,11725,14.0,875.0,1611.0,2486,4433.0,484.0,135634,104536.0,31098.0,2482,2964.0,22.0,2294.0,1126347,33127,23788.0,0.0,8953.0,9.0,37627.0,2.0,3667.0,-26470.0,748.0,0.0,275,234.0,41.0,275,151.0,234.0,41.0
92501,13115,7021.0,42064.0,25002.0,1031.0,48804.0,68345,0.0,52087,2659,435.0,43.0,103.0,13922,816.0,319.0,36.0,5699,816,57786.0,32835.0,7487,302,0.0,19.0,114.0,133,3000.0,0.0,24156,14530.0,9626.0,2699,,0.0,191.0,60358,943,4136.0,0.0,0.0,88.0,1545.0,62.0,60.0,2381.0,13.0,0.0,28,13.0,15.0,28,16.0,13.0,15.0
286659,58076,80918.0,70053.0,75648.0,498.0,538223.0,107043,0.0,538223,2699,2031.0,12689.0,0.0,57511,12856.0,2938.0,314.0,76756,12856,614979.0,516899.0,20777,2373,10.0,39.0,197.0,236,35800.0,43.0,179616,164152.0,15464.0,9636,319.0,12.0,514.0,629672,7799,2526.0,0.0,168.0,517.0,1001.0,2.0,610.0,228.0,130.0,0.0,120,97.0,23.0,50,131.0,40.0,10.0
40680,6590,15960.0,3529.0,14380.0,20.0,27029.0,15300,0.0,40706,376,91.0,60.0,0.0,10586,1464.0,1063.0,86.0,7853,1464,48559.0,31574.0,5750,122,2.0,185.0,28.0,213,4175.0,12.0,25380,22961.0,2419.0,1186,3584.0,7.0,34.0,48888,2321,353.0,0.0,19.0,0.0,158.0,168.0,8.0,0.0,9.0,0.0,69,23.0,46.0,30,45.0,22.0,8.0
259870,30150,17482.0,49207.0,156830.0,102.0,141809.0,2687,0.0,157751,5445,401.0,22.0,399.0,15553,67295.0,8388.0,249.0,12717,67295,170468.0,142183.0,6328,137,0.0,5.0,76.0,81,17431.0,6.0,257183,233766.0,23417.0,-54171,,0.0,16.0,179417,4175,6760.0,5996.0,95.0,9.0,601.0,1.0,63.0,-5.0,33.0,0.0,18,14.0,4.0,13,0.0,10.0,3.0
1010093,372206,31644.0,249815.0,326971.0,4412.0,302335.0,870951,0.0,351281,21527,5858.0,56009.0,-8.0,420364,33267.0,0.0,1544.0,531669,33267,882950.0,292274.0,79963,6963,33.0,175.0,819.0,994,50000.0,1521.0,139142,122451.0,16691.0,80354,,80.0,4888.0,967394,29177,44392.0,193.0,13441.0,5679.0,12025.0,1056.0,8159.0,3839.0,736.0,,912,756.0,156.0,207,1.0,165.0,42.0
242285,22671,51218.0,74309.0,88865.0,2083.0,202601.0,164612,0.0,237610,4121,1770.0,431.0,722.0,33246,5134.0,3206.0,2.0,13702,5134,251312.0,195427.0,14785,810,1.0,82.0,194.0,276,17219.0,18.0,77673,54253.0,23420.0,9700,7686.0,2.0,,263244,2902,402.0,0.0,0.0,0.0,34.0,140.0,228.0,0.0,30.0,0.0,12,9.0,3.0,12,0.0,9.0,3.0
1375310,388674,152570.0,319152.0,488797.0,14080.0,1114558.0,715338,0.0,1097161,36714,11414.0,58621.0,-235.0,301550,47908.0,13626.0,3821.0,383083,47908,1480244.0,852822.0,209014,10344,108.0,1962.0,1788.0,3750,36018.0,1860.0,659972,371876.0,288096.0,102156,,163.0,19720.0,1601117,29191,73248.0,1129.0,2330.0,0.0,60879.0,0.0,3313.0,5597.0,588.0,7.0,337,245.0,92.0,337,53.0,245.0,92.0
45118,8974,5340.0,3395.0,27029.0,25.0,329.0,12542,0.0,37644,2045,66.0,64.0,11.0,4687,1311.0,696.0,49.0,4186,1311,41830.0,27443.0,7291,223,0.0,97.0,99.0,196,4117.0,31.0,32576,22183.0,10393.0,2895,302.0,6.0,340.0,45409,627,6997.0,1146.0,2087.0,0.0,1951.0,36.0,763.0,1014.0,3.0,0.0,196,99.0,97.0,38,0.0,21.0,17.0
1193152,196347,186533.0,74432.0,513938.0,59520.0,1128180.0,831982,0.0,1311533,45802,8970.0,14216.0,2064.0,215596,17319.0,4413.0,3399.0,255545,17319,1567078.0,1165566.0,109625,5239,65.0,384.0,1571.0,1955,6847.0,5875.0,361170,191292.0,169878.0,73182,2520.0,20.0,12767.0,1633022,24557,49529.0,445.0,11164.0,0.0,24961.0,0.0,9953.0,3006.0,1508.0,4.0,520,413.0,107.0,520,0.0,413.0,107.0
1022867,212241,83508.0,210035.0,456317.0,2063.0,267979.0,583924,5.0,645467,42776,2506.0,428.0,1691.0,271412,30585.0,5110.0,66.0,33590,30585,679057.0,275576.0,70963,13705,1.0,121.0,690.0,811,16816.0,0.0,438943,260370.0,178573.0,604,318.0,3.0,49.0,672336,37910,102476.0,4875.0,7320.0,356.0,739.0,73247.0,1693.0,14246.0,22.0,0.0,188,148.0,40.0,188,1679.0,148.0,40.0
286599,45406,14088.0,51914.0,160436.0,3792.0,44783.0,162947,0.0,236765,5350,1345.0,5573.0,17.0,41149,2722.0,1660.0,63.0,59644,2722,296409.0,195033.0,47109,833,34.0,427.0,679.0,1106,37665.0,1644.0,123652,100504.0,23148.0,9963,0.0,3.0,62551.0,305966,3128,4217.0,0.0,54.0,280.0,2167.0,255.0,81.0,1380.0,141.0,1.0,237,162.0,75.0,237,0.0,162.0,75.0
574643,139960,79377.0,140589.0,170735.0,31359.0,278378.0,100245,0.0,394165,9388,2151.0,608.0,36525.0,0,92037.0,14198.0,845.0,87332,92037,481497.0,399314.0,31534,1977,1.0,90.0,407.0,497,32590.0,262.0,474398,401548.0,72850.0,-102048,,2.0,233.0,459441,12045,4875.0,0.0,612.0,250.0,4552.0,0.0,635.0,-1174.0,92.0,0.0,118,86.0,32.0,94,0.0,69.0,25.0
53560,8293,19561.0,11312.0,12792.0,962.0,,20011,0.0,68726,801,270.0,2.0,5.0,3602,1134.0,827.0,5.0,3490,1134,72216.0,60427.0,7024,85,0.0,100.0,84.0,184,2000.0,2.0,33549,24126.0,9423.0,1591,,0.0,,74056,885,1386.0,0.0,147.0,0.0,1167.0,12.0,60.0,0.0,4.0,0.0,30,26.0,4.0,30,0.0,26.0,4.0
41449,14513,5065.0,1050.0,20670.0,11.0,32391.0,27202,0.0,40086,840,276.0,1400.0,0.0,3554,112.0,78.0,25.0,4145,112,44231.0,30750.0,7397,14,0.0,132.0,124.0,256,800.0,0.0,14247,5947.0,8300.0,3217,,0.0,151.0,47213,347,14277.0,1361.0,3768.0,0.0,2263.0,149.0,676.0,6060.0,15.0,0.0,31,27.0,4.0,31,0.0,27.0,4.0
527051,74722,28091.0,227917.0,190258.0,959.0,178251.0,271453,0.0,241914,11272,1277.0,6514.0,730.0,108772,10345.0,7025.0,368.0,143227,10345,385141.0,175279.0,75656,5641,100.0,522.0,971.0,1493,7823.0,47.0,255598,158822.0,96776.0,27477,863.0,18.0,268.0,420760,2203,18550.0,6815.0,838.0,1307.0,5729.0,2949.0,377.0,535.0,864.0,8.0,159,128.0,31.0,33,0.0,29.0,4.0
123372,24439,27156.0,404.0,66925.0,43.0,176084.0,57899,0.0,199366,5485,1418.0,13719.0,-269.0,31135,2067.0,1066.0,4.0,57150,2067,256516.0,183398.0,20793,837,5.0,47.0,314.0,361,5000.0,26.0,65473,60544.0,4929.0,8429,2917.0,1.0,511.0,266182,830,6291.0,5.0,773.0,547.0,4679.0,0.0,646.0,-359.0,47.0,0.0,111,86.0,25.0,65,0.0,47.0,18.0
29440,13297,5122.0,424.0,10450.0,,11726.0,10282,0.0,27740,1902,237.0,2223.0,27.0,12088,753.0,721.0,4.0,12850,753,40590.0,18829.0,4814,470,8.0,19.0,67.0,86,2000.0,0.0,19158,15354.0,3804.0,253,,0.0,228.0,41497,99,1734.0,0.0,0.0,0.0,515.0,27.0,1192.0,0.0,46.0,1.0,43,32.0,11.0,28,6.0,23.0,5.0
35852,1407,641.0,31627.0,1228.0,,11035.0,34550,0.0,23695,1972,36.0,308.0,7.0,3004,13224.0,304.0,45.0,6586,13224,30281.0,16796.0,7936,222,0.0,200.0,200.0,400,2500.0,0.0,1302,1302.0,,-6330,,0.0,236.0,29069,8106,1105.0,0.0,108.0,105.0,454.0,75.0,486.0,-123.0,28.0,0.0,154,61.0,93.0,154,0.0,61.0,93.0
15964,5925,3605.0,1836.0,4310.0,6.0,13535.0,7308,0.0,17829,346,166.0,12.0,103.0,2865,307.0,159.0,27.0,3054,307,20883.0,13186.0,4037,168,0.0,13.0,58.0,71,2024.0,1.0,8656,6203.0,2453.0,583,0.0,0.0,324.0,21527,246,240.0,0.0,11.0,28.0,188.0,0.0,13.0,0.0,3.0,0.0,21,17.0,4.0,13,15.0,11.0,2.0
591720,36713,16182.0,425911.0,103478.0,,323430.0,347884,0.0,248628,7438,2003.0,11753.0,13.0,86263,8943.0,6427.0,46.0,84201,8943,332829.0,172836.0,49200,3323,35.0,211.0,456.0,667,24070.0,0.0,243836,129550.0,114286.0,31745,,22.0,,329984,43533,933.0,0.0,604.0,121.0,550.0,26.0,27.0,-395.0,498.0,0.0,118,103.0,15.0,118,0.0,103.0,15.0
657837,213419,122540.0,95891.0,189937.0,7490.0,21136.0,335230,0.0,877991,28185,10452.0,69027.0,1531.0,158665,14309.0,4554.0,385.0,295857,14309,1173848.0,764395.0,132971,8622,27.0,448.0,1504.0,1952,6700.0,2673.0,322607,195985.0,126622.0,34564,,49.0,8135.0,1202641,20080,27041.0,0.0,1314.0,346.0,9512.0,0.0,6024.0,9845.0,363.0,2.0,293,208.0,85.0,293,98.0,208.0,85.0
5348,1588,1364.0,50.0,1847.0,,4312.0,3637,0.0,7529,329,20.0,0.0,0.0,833,108.0,18.0,0.0,603,108,8132.0,4312.0,2617,21,0.0,37.0,18.0,55,740.0,0.0,1711,567.0,1144.0,-72,,0.0,,8083,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4.0,1.0,5,54.0,4.0,1.0
219518,64753,51427.0,3988.0,90739.0,6833.0,209676.0,91702,0.0,249047,8024,2981.0,1046.0,0.0,31482,4356.0,2279.0,0.0,21397,4356,270444.0,198913.0,26868,1130,3.0,204.0,296.0,500,6200.0,4068.0,127816,118752.0,9064.0,5140,2320.0,16.0,1500.0,278069,1871,22694.0,0.0,10735.0,459.0,17876.0,117.0,1724.0,-8217.0,35.0,2.0,131,101.0,30.0,38,0.0,19.0,19.0
3903505,290885,164629.0,2253181.0,1154695.0,7028.0,142426.0,2675715,38.0,1053495,61050,11215.0,69556.0,1997.0,401566,97048.0,16942.0,18151.0,544879,97048,1598374.0,746705.0,274003,32282,310.0,1407.0,3035.0,4442,7107.0,1960.0,1227790,461704.0,766086.0,48121,12766.0,111.0,1089.0,1704597,38946,118045.0,16356.0,16197.0,908.0,100786.0,767.0,21739.0,-38708.0,3403.0,9.0,194,116.0,78.0,194,194.0,116.0,78.0
64750,27746,7020.0,3.0,24844.0,,,37830,90.0,67424,1424,160.0,14259.0,4.0,21938,1508.0,0.0,370.0,39443,1508,106867.0,52945.0,15046,1091,,29.0,117.0,146,23000.0,,26920,21911.0,5009.0,2704,59.0,0.0,393.0,110342,737,4179.0,0.0,2533.0,0.0,1427.0,0.0,163.0,56.0,,,146,117.0,29.0,86,0.0,57.0,29.0
112342,21661,8085.0,60825.0,20552.0,119.0,55957.0,89496,0.0,67891,1662,1185.0,2301.0,16.0,17008,525.0,89.0,53.0,17937,525,85828.0,54881.0,8753,22,16.0,76.0,115.0,191,4000.0,3.0,22846,16691.0,6155.0,4900,10.0,0.0,556.0,90151,1102,5268.0,0.0,0.0,275.0,2348.0,157.0,108.0,2380.0,23.0,0.0,86,41.0,45.0,18,92.0,15.0,3.0
